1.360000000000000000e+02,2.750000000000000000e+02,1.390000000000000000e+02,5.000000000000000000e+00
2.750000000000000000e+02,6.520000000000000000e+02,3.770000000000000000e+02,5.000000000000000000e+00
6.520000000000000000e+02,8.160000000000000000e+02,1.640000000000000000e+02,5.000000000000000000e+00
8.160000000000000000e+02,9.320000000000000000e+02,1.160000000000000000e+02,5.000000000000000000e+00
9.320000000000000000e+02,1.180000000000000000e+03,2.480000000000000000e+02,5.000000000000000000e+00
1.180000000000000000e+03,1.269000000000000000e+03,8.900000000000000000e+01,5.000000000000000000e+00
1.269000000000000000e+03,1.490000000000000000e+03,2.210000000000000000e+02,5.000000000000000000e+00
1.490000000000000000e+03,1.869000000000000000e+03,3.790000000000000000e+02,5.000000000000000000e+00
1.869000000000000000e+03,2.032000000000000000e+03,1.630000000000000000e+02,5.000000000000000000e+00
2.032000000000000000e+03,2.128000000000000000e+03,9.600000000000000000e+01,5.000000000000000000e+00
2.128000000000000000e+03,2.509000000000000000e+03,3.810000000000000000e+02,5.000000000000000000e+00
2.509000000000000000e+03,2.704000000000000000e+03,1.950000000000000000e+02,5.000000000000000000e+00
2.704000000000000000e+03,2.807000000000000000e+03,1.030000000000000000e+02,5.000000000000000000e+00
2.807000000000000000e+03,2.890000000000000000e+03,8.300000000000000000e+01,5.000000000000000000e+00
2.890000000000000000e+03,3.153000000000000000e+03,2.630000000000000000e+02,5.000000000000000000e+00
3.153000000000000000e+03,3.335000000000000000e+03,1.820000000000000000e+02,5.000000000000000000e+00
3.335000000000000000e+03,3.431000000000000000e+03,9.600000000000000000e+01,5.000000000000000000e+00
3.431000000000000000e+03,3.511000000000000000e+03,8.000000000000000000e+01,5.000000000000000000e+00
3.511000000000000000e+03,3.599000000000000000e+03,8.800000000000000000e+01,5.000000000000000000e+00
3.599000000000000000e+03,3.883000000000000000e+03,2.840000000000000000e+02,5.000000000000000000e+00
3.883000000000000000e+03,4.153000000000000000e+03,2.700000000000000000e+02,5.000000000000000000e+00
4.153000000000000000e+03,4.253000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+00
4.253000000000000000e+03,4.344000000000000000e+03,9.100000000000000000e+01,5.000000000000000000e+00
4.344000000000000000e+03,4.738000000000000000e+03,3.940000000000000000e+02,5.000000000000000000e+00
4.738000000000000000e+03,4.932000000000000000e+03,1.940000000000000000e+02,5.000000000000000000e+00
4.932000000000000000e+03,5.274000000000000000e+03,3.420000000000000000e+02,5.000000000000000000e+00
5.274000000000000000e+03,5.538000000000000000e+03,2.640000000000000000e+02,5.000000000000000000e+00
5.538000000000000000e+03,5.617000000000000000e+03,7.900000000000000000e+01,5.000000000000000000e+00
5.617000000000000000e+03,5.700000000000000000e+03,8.300000000000000000e+01,5.000000000000000000e+00
5.700000000000000000e+03,5.788000000000000000e+03,8.800000000000000000e+01,5.000000000000000000e+00
5.788000000000000000e+03,5.881000000000000000e+03,9.300000000000000000e+01,5.000000000000000000e+00
5.881000000000000000e+03,5.978000000000000000e+03,9.700000000000000000e+01,5.000000000000000000e+00
5.978000000000000000e+03,6.292000000000000000e+03,3.140000000000000000e+02,5.000000000000000000e+00
6.292000000000000000e+03,6.527000000000000000e+03,2.350000000000000000e+02,5.000000000000000000e+00
6.527000000000000000e+03,6.609000000000000000e+03,8.200000000000000000e+01,5.000000000000000000e+00
6.609000000000000000e+03,6.717000000000000000e+03,1.080000000000000000e+02,5.000000000000000000e+00
6.717000000000000000e+03,6.906000000000000000e+03,1.890000000000000000e+02,5.000000000000000000e+00
6.906000000000000000e+03,7.071000000000000000e+03,1.650000000000000000e+02,5.000000000000000000e+00
7.071000000000000000e+03,7.455000000000000000e+03,3.840000000000000000e+02,5.000000000000000000e+00
7.455000000000000000e+03,7.611000000000000000e+03,1.560000000000000000e+02,5.000000000000000000e+00
7.611000000000000000e+03,7.703000000000000000e+03,9.200000000000000000e+01,5.000000000000000000e+00
7.703000000000000000e+03,7.784000000000000000e+03,8.100000000000000000e+01,5.000000000000000000e+00
7.784000000000000000e+03,8.152000000000000000e+03,3.680000000000000000e+02,5.000000000000000000e+00
8.152000000000000000e+03,8.339000000000000000e+03,1.870000000000000000e+02,5.000000000000000000e+00
8.339000000000000000e+03,8.437000000000000000e+03,9.800000000000000000e+01,5.000000000000000000e+00
8.437000000000000000e+03,8.516000000000000000e+03,7.900000000000000000e+01,5.000000000000000000e+00
8.516000000000000000e+03,8.793000000000000000e+03,2.770000000000000000e+02,5.000000000000000000e+00
