[,1,8,9,., ,1,4,0,., ,1,3,4,., ,1,3,5,., ,1,3,3,.,],",", ,(,N,
[, ,8,9,., , ,8,3,., ,1,1,5,., , ,8,3,., ,1,6,7,.,],",", ,(,N,
[,1,3,8,., , ,8,2,., ,1,8,6,., ,1,3,6,., , ,8,8,.,],",", ,(,N,
[,1,7,8,., ,1,3,5,., , ,8,4,., ,1,8,2,., ,1,4,1,.,],",", ,(,N,
[,1,3,6,., ,1,3,4,., ,1,3,7,., ,1,3,6,., ,1,3,5,.,],",", ,(,N,
[, ,7,8,., ,1,8,8,., ,1,3,9,., ,1,3,9,., ,1,3,6,.,],",", ,(,N,
[,1,3,5,., ,1,3,6,., ,1,3,2,., ,1,3,7,., , ,8,3,.,],",", ,(,N,
[,1,8,3,., ,1,4,0,., , ,8,7,., ,1,8,2,., ,1,3,8,.,],",", ,(,N,
[,1,3,5,., ,1,3,7,., ,1,3,4,., ,1,3,5,., ,1,3,6,.,],",", ,(,N,
[, ,8,1,., ,1,9,0,., ,1,3,6,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,6,., ,1,3,8,., , ,7,8,., , ,8,4,., , ,7,8,.,],",", ,(,N,
[,1,6,3,., ,1,4,0,., , ,8,0,., , ,7,8,., ,1,1,2,.,],",", ,(,N,
[,1,4,2,., ,1,3,1,., , ,8,2,., ,1,9,0,., ,1,3,8,.,],",", ,(,N,
[,1,3,9,., ,1,3,4,., ,1,3,7,., ,1,3,3,., ,1,3,4,.,],",", ,(,N,
[,1,3,5,., , ,8,7,., ,1,8,7,., ,1,3,8,., , ,8,1,.,],",", ,(,N,
[,1,8,6,., ,1,3,9,., , ,8,0,., ,1,8,7,., ,1,3,9,.,],",", ,(,N,
[, ,8,1,., ,1,9,1,., ,1,3,9,., , ,7,8,., ,1,8,9,.,],",", ,(,N,
[,1,3,9,., , ,8,8,., ,1,8,6,., ,1,3,9,., , ,7,9,.,],",", ,(,N,
[,1,8,6,., ,1,3,8,., , ,7,8,., ,1,8,8,., ,1,3,9,.,],",", ,(,N,
[, ,8,1,., ,1,8,8,., ,1,4,2,., , ,7,7,., ,1,9,4,.,],",", ,(,N,
[,1,4,1,., , ,7,9,., ,1,9,0,., ,1,3,9,., , ,8,0,.,],",", ,(,N,
[,1,8,7,., ,1,3,9,., , ,7,8,., ,1,9,0,., ,1,7,5,.,],",", ,(,N,
[, ,4,1,., ,1,9,2,., ,1,3,9,., , ,8,0,., ,1,9,5,.,],",", ,(,N,
[,1,4,2,., , ,7,7,., ,1,9,1,., ,1,3,9,., , ,7,8,.,],",", ,(,N,
[,1,9,2,., ,1,4,0,., , ,8,0,., ,1,9,3,., ,1,3,7,.,],",", ,(,N,
[, ,7,7,., ,1,8,8,., ,1,3,9,., , ,7,9,., ,1,9,4,.,],",", ,(,N,
[,1,3,9,., , ,8,0,., ,1,8,9,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,8,., ,1,4,2,., , ,8,1,., ,1,9,4,., ,1,4,1,.,],",", ,(,N,
[, ,7,9,., ,1,9,0,., ,1,4,2,., , ,7,9,., , ,7,5,.,],",", ,(,N,
[,1,1,8,., ,1,3,6,., ,1,3,5,., ,1,3,7,., ,1,3,7,.,],",", ,(,N,
[,1,3,7,., ,1,3,8,., ,1,3,7,., ,1,3,3,., , ,8,2,.,],",", ,(,N,
[,1,8,5,., ,1,4,3,., ,1,4,0,., ,1,3,8,., ,1,3,6,.,],",", ,(,N,
[, ,8,8,., ,1,7,7,., ,1,3,9,., ,1,3,6,., ,1,3,8,.,],",", ,(,N,
[,1,3,7,., , ,8,2,., ,1,8,6,., ,1,4,0,., ,1,3,2,.,],",", ,(,N,
[,1,3,5,., ,1,3,8,., , ,8,4,., ,1,9,2,., ,1,3,8,.,],",", ,(,N,
[,1,3,5,., ,1,3,6,., ,1,3,3,., , ,8,2,., ,1,8,9,.,],",", ,(,N,
[,1,4,4,., ,1,3,6,., , ,8,8,., ,1,7,8,., ,1,4,1,.,],",", ,(,N,
[,1,3,9,., ,1,3,8,., ,1,3,7,., , ,8,0,., ,1,8,5,.,],",", ,(,N,
[,1,4,1,., ,1,3,4,., , ,8,6,., ,1,8,4,., ,1,4,1,.,],",", ,(,N,
[,1,3,3,., , ,8,7,., ,1,7,9,., ,1,4,2,., ,1,3,5,.,],",", ,(,N,
[,1,3,7,., ,1,3,6,., , ,8,6,., ,1,8,0,., ,1,3,9,.,],",", ,(,N,
[,1,3,2,., , ,8,7,., ,1,8,5,., ,1,4,3,., ,1,3,3,.,],",", ,(,N,
[, ,9,3,., ,1,7,4,., ,1,4,0,., ,1,3,7,., , ,8,7,.,],",", ,(,N,
[,1,8,2,., ,1,3,9,., ,1,3,6,., ,1,3,5,., ,1,3,2,.,],",", ,(,N,
[, ,8,3,., ,1,8,6,., ,1,4,1,., ,1,3,4,., , ,8,8,.,],",", ,(,N,
[,1,8,3,., ,1,4,0,., ,1,3,6,., , ,8,8,., ,1,8,2,.,],",", ,(,N,
[,1,3,9,., ,1,3,5,., ,1,3,6,., ,1,3,4,., , ,9,7,.,],",", ,(,N,
[, ,4,3,., ,1,2,9,., ,1,3,9,., ,1,3,4,., , ,8,4,.,],",", ,(,N,
[,1,8,0,., ,1,4,0,., ,1,3,7,., , ,9,0,., ,1,8,0,.,],",", ,(,N,
[,1,3,6,., ,1,3,3,., ,1,3,6,., ,1,3,7,., ,1,0,4,.,],",", ,(,N,
[,1,6,9,., ,1,4,1,., ,1,3,4,., , ,8,7,., ,1,8,0,.,],",", ,(,N,
[,1,4,0,., ,1,3,7,., ,1,3,4,., ,1,3,7,., ,1,3,3,.,],",", ,(,N,
[,1,3,4,., ,1,3,4,., ,1,3,4,., ,1,3,8,., ,1,3,6,.,],",", ,(,N,
[,1,3,9,., ,1,3,3,., ,1,3,6,., ,1,3,4,., ,1,3,5,.,],",", ,(,N,
[,1,3,8,., ,1,3,7,., ,1,3,8,., ,1,3,3,., ,1,3,6,.,],",", ,(,N,
[,1,3,6,., ,1,3,6,., ,1,3,9,., ,1,3,4,., ,1,3,7,.,],",", ,(,N,
[,1,3,3,., ,1,3,3,., ,1,3,3,., ,1,3,5,., ,1,3,7,.,],",", ,(,N,
[,1,3,9,., ,1,3,5,., ,1,3,5,., ,1,3,6,., ,1,3,5,.,],",", ,(,N,
[,1,3,7,., ,1,3,4,., ,1,3,9,., ,1,3,9,., ,1,3,4,.,],",", ,(,N,
[,1,3,4,., ,1,3,2,., ,1,3,7,., ,1,3,8,., ,1,3,8,.,],",", ,(,N,
[,1,3,5,., ,1,3,5,., ,1,3,3,., ,1,3,2,., ,1,3,5,.,],",", ,(,N,
[,1,3,5,., ,1,3,5,., ,1,3,8,., ,1,3,1,., ,1,3,6,.,],",", ,(,N,
[,1,3,4,., ,1,3,3,., ,1,3,5,., ,1,3,6,., ,1,3,6,.,],",", ,(,N,
[,1,3,7,., ,1,3,3,., ,1,3,6,., ,1,3,6,., ,1,3,1,.,],",", ,(,N,
[,1,3,7,., ,1,3,7,., ,1,3,6,., ,1,3,4,., ,1,3,3,.,],",", ,(,N,
[,1,3,5,., ,1,3,6,., ,1,3,9,., ,1,3,5,., ,1,3,4,.,],",", ,(,N,
[,1,3,2,., ,1,3,6,., ,1,3,7,., ,1,3,2,., ,1,3,4,.,],",", ,(,N,
[,1,3,5,., ,1,3,6,., ,1,3,4,., ,1,3,4,., ,1,3,5,.,],",", ,(,N,
[,1,3,8,., ,1,4,0,., ,1,3,5,., ,1,3,6,., ,1,3,1,.,],",", ,(,N,
[,1,3,3,., ,1,3,3,., ,1,3,2,., ,1,3,5,., ,1,3,7,.,],",", ,(,N,
[,1,3,6,., ,1,3,4,., ,1,3,2,., ,1,3,1,., ,1,3,5,.,],",", ,(,N,
[,1,3,9,., ,1,3,6,., ,1,3,5,., ,1,3,2,., ,1,3,7,.,],",", ,(,N,
[,1,3,4,., ,1,3,6,., ,1,3,6,., ,1,3,6,., ,1,3,9,.,],",", ,(,N,
[,1,3,6,., ,1,3,3,., ,1,3,5,., ,1,3,5,., ,1,3,8,.,],",", ,(,N,
[,1,3,2,., ,1,3,7,., ,1,3,1,., ,1,3,5,., ,1,3,6,.,],",", ,(,N,
[,1,3,3,., ,1,3,7,., ,1,3,6,., ,1,3,7,., ,1,3,1,.,],",", ,(,N,
[,1,3,5,., ,1,3,5,., ,1,3,7,., ,1,4,0,., ,1,3,6,.,],",", ,(,N,
[,1,3,7,., ,1,3,1,., ,1,3,2,., ,1,3,6,., ,1,3,3,.,],",", ,(,N,
[,1,3,7,., ,1,3,3,., ,1,3,6,., ,1,3,3,., ,1,3,2,.,],",", ,(,N,
[,1,3,2,., ,1,3,4,., ,1,3,7,., ,1,3,7,., ,1,3,6,.,],",", ,(,N,
[,1,3,3,., ,1,3,8,., ,1,3,5,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,4,., ,1,3,9,., ,1,3,4,., ,1,3,6,., ,1,3,4,.,],",", ,(,N,
[,1,3,6,., ,1,3,8,., ,1,3,3,., ,1,3,5,., ,1,3,0,.,],",", ,(,N,
[,1,3,4,., ,1,3,5,., ,1,3,4,., ,1,3,7,., ,1,3,4,.,],",", ,(,N,
[,1,3,5,., ,1,2,9,., ,1,3,3,., ,1,3,3,., ,1,3,5,.,],",", ,(,N,
[,1,3,9,., ,1,3,8,., ,1,3,6,., ,1,3,4,., ,1,3,1,.,],",", ,(,N,
[,1,3,4,., ,1,3,5,., ,1,3,3,., ,1,3,5,., ,1,3,8,.,],",", ,(,N,
[,1,3,5,., ,1,3,6,., ,1,3,2,., ,1,3,3,., ,1,3,5,.,],",", ,(,N,
[,1,3,8,., ,1,3,5,., ,1,3,5,., ,1,3,3,., ,1,3,3,.,],",", ,(,N,
[,1,3,7,., ,1,3,2,., ,1,3,6,., ,1,3,7,., ,1,3,3,.,],",", ,(,N,
[,1,3,7,., ,1,3,4,., ,1,3,7,., , ,9,0,., ,1,8,4,.,],",", ,(,N,
[,1,3,7,., ,1,3,3,., ,1,3,2,., ,1,3,3,., ,1,4,0,.,],",", ,(,N,
[,1,3,3,., , ,8,6,., ,1,8,3,., ,1,3,7,., ,1,3,6,.,],",", ,(,N,
[,1,3,4,., ,1,3,2,., ,1,3,7,., ,1,3,8,., , ,8,8,.,],",", ,(,N,
[,1,8,4,., ,1,3,5,., ,1,3,4,., ,1,3,7,., ,1,3,5,.,],",", ,(,N,
[,1,1,2,., ,1,6,2,., ,1,3,9,., ,1,3,7,., ,1,3,5,.,],",", ,(,N,
[,1,3,3,., , ,8,2,., ,1,8,7,., ,1,3,9,., ,1,3,4,.,],",", ,(,N,
[,1,3,4,., ,1,3,3,., ,1,3,9,., ,1,3,2,., , ,9,2,.,],",", ,(,N,
[,1,7,7,., ,1,3,9,., ,1,3,8,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,7,., , ,9,0,., ,1,8,1,., ,1,3,9,., ,1,3,2,.,],",", ,(,N,
[,1,3,5,., ,1,3,5,., , ,8,0,., ,1,8,5,., ,1,4,1,.,],",", ,(,N,
[,1,3,3,., ,1,3,3,., ,1,3,5,., ,1,0,6,., ,1,6,1,.,],",", ,(,N,
[,1,3,9,., ,1,3,4,., ,1,3,7,., ,1,3,2,., , ,8,5,.,],",", ,(,N,
[,1,8,6,., ,1,3,8,., ,1,3,6,., ,1,3,5,., ,1,3,8,.,],",", ,(,N,
[,1,3,4,., ,1,3,4,., , ,9,0,., ,1,7,4,., ,1,4,0,.,],",", ,(,N,
[,1,3,3,., ,1,3,6,., , ,8,4,., ,1,8,3,., ,1,3,7,.,],",", ,(,N,
[,1,3,2,., ,1,3,5,., ,1,3,5,., ,1,3,7,., ,1,3,4,.,],",", ,(,N,
[,1,3,4,., ,1,3,4,., ,1,0,9,., ,1,6,3,., ,1,3,9,.,],",", ,(,N,
[,1,3,3,., ,1,3,5,., ,1,3,4,., , ,9,8,., ,1,6,9,.,],",", ,(,N,
[,1,3,4,., ,1,3,5,., ,1,3,5,., , ,8,4,., ,1,8,0,.,],",", ,(,N,
[,1,3,6,., ,1,3,5,., ,1,3,6,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,5,., , ,8,7,., ,1,7,7,., ,1,3,8,., ,1,3,5,.,],",", ,(,N,
[,1,3,8,., , ,8,9,., ,1,7,8,., ,1,3,7,., ,1,3,3,.,],",", ,(,N,
[,1,3,4,., , ,9,3,., ,1,8,0,., ,1,3,7,., ,1,3,4,.,],",", ,(,N,
[,1,3,2,., , ,9,1,., ,1,7,7,., ,1,3,6,., ,1,3,4,.,],",", ,(,N,
[,1,3,4,., ,1,3,2,., , ,8,0,., ,1,8,4,., ,1,3,7,.,],",", ,(,N,
[,1,3,4,., ,1,3,6,., , ,8,9,., ,1,8,0,., ,1,3,7,.,],",", ,(,N,
[,1,3,3,., ,1,3,8,., , ,8,3,., ,1,0,2,., , ,7,9,.,],",", ,(,N,
[,1,4,5,., ,1,3,4,., ,1,3,6,., ,1,3,3,., ,1,3,5,.,],",", ,(,N,
[,1,3,5,., ,1,3,7,., ,1,3,2,., ,1,3,3,., ,1,3,3,.,],",", ,(,N,
[,1,3,2,., ,1,3,6,., ,1,3,5,., , ,8,7,., ,1,8,2,.,],",", ,(,N,
[,1,3,7,., ,1,3,7,., ,1,3,3,., ,1,3,4,., ,1,1,3,.,],",", ,(,N,
[,1,6,2,., ,1,3,5,., ,1,3,4,., ,1,3,2,., ,1,3,2,.,],",", ,(,N,
[, ,8,7,., ,1,7,5,., ,1,4,0,., ,1,3,6,., ,1,3,5,.,],",", ,(,N,
[,1,3,4,., , ,9,8,., , ,4,1,., ,1,2,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,5,., ,1,3,4,., , ,9,1,., ,1,7,8,., ,1,3,7,.,],",", ,(,N,
[,1,3,9,., ,1,3,2,., ,1,3,6,., ,1,3,6,., ,1,3,5,.,],",", ,(,N,
[, ,8,8,., ,1,7,8,., ,1,3,7,., ,1,3,5,., ,1,3,5,.,],",", ,(,N,
[,1,3,3,., ,1,1,3,., ,1,5,1,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,4,., ,1,3,5,., , ,8,5,., ,1,8,5,., ,1,3,6,.,],",", ,(,N,
[, ,8,8,., ,1,7,5,., ,1,4,0,., ,1,3,9,., ,1,3,5,.,],",", ,(,N,
[,1,3,6,., , ,8,0,., ,1,8,3,., ,1,3,7,., ,1,3,0,.,],",", ,(,N,
[,1,0,9,., ,1,6,0,., ,1,3,9,., , ,8,6,., ,1,7,9,.,],",", ,(,N,
[,1,3,8,., ,1,3,6,., ,1,3,7,., , ,8,2,., ,1,8,2,.,],",", ,(,N,
[,1,3,8,., ,1,3,5,., ,1,0,9,., ,1,6,2,., ,1,3,7,.,],",", ,(,N,
[, ,7,9,., ,1,8,6,., ,1,3,7,., ,1,3,5,., ,1,3,5,.,],",", ,(,N,
[,1,3,4,., ,1,3,7,., ,1,3,7,., , ,8,5,., ,1,7,7,.,],",", ,(,N,
[,1,3,5,., , ,8,3,., ,1,8,3,., ,1,3,9,., ,1,3,6,.,],",", ,(,N,
[,1,3,5,., , ,8,4,., ,1,7,7,., ,1,3,4,., ,1,3,6,.,],",", ,(,N,
[,1,3,8,., ,1,3,6,., ,1,3,6,., ,1,3,4,., , ,8,9,.,],",", ,(,N,
[,1,7,4,., ,1,3,7,., ,1,3,2,., ,1,3,6,., ,1,3,7,.,],",", ,(,N,
[,1,3,4,., , ,8,2,., ,1,8,4,., ,1,3,5,., , ,8,3,.,],",", ,(,N,
[,1,8,3,., ,1,3,4,., ,1,3,6,., ,1,3,1,., , ,8,6,.,],",", ,(,N,
[,1,8,0,., ,1,3,5,., ,1,3,5,., , ,7,9,., , ,8,0,.,],",", ,(,N,
[,1,4,1,., , ,7,0,., ,1,7,0,., ,1,3,4,., , ,8,1,.,],",", ,(,N,
[,1,3,2,., , ,6,1,., , ,7,4,., , ,4,9,., ,1,4,3,.,],",", ,(,N,
[, ,7,6,., , ,7,4,., ,1,4,8,., ,1,4,0,., , ,7,0,.,],",", ,(,V,F,L,
[,1,4,0,., , ,7,0,., , ,7,0,., , ,7,0,., , ,6,0,.,],",", ,(,V,F,L,
[, ,6,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[,1,0,0,., ,1,6,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,.,],",", ,(,N,
[,1,3,0,., , ,9,0,., ,1,8,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., , ,9,0,., ,1,8,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,1,0,., ,1,5,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., , ,9,0,., ,1,8,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., ,1,3,0,., , ,8,0,., , ,8,0,.,],",", ,(,N,
[,1,1,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,., , ,9,0,.,],",", ,(,N,
[,1,8,0,., ,1,3,0,., ,1,4,0,., ,1,3,0,., , ,9,0,.,],",", ,(,N,
[,1,8,0,., , ,9,0,., ,1,7,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,9,0,., , ,8,0,., ,1,8,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,4,0,., ,1,3,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,3,0,., ,1,4,0,., ,1,0,0,., ,1,7,0,.,],",", ,(,N,
[,1,3,0,., , ,8,0,., , ,8,0,., ,1,0,0,., ,1,0,0,.,],",", ,(,N,
[,1,7,0,., ,1,4,0,., , ,8,0,., ,1,9,0,., ,1,3,0,.,],",", ,(,N,
[,1,3,0,., ,1,0,0,., ,1,7,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,0,0,., ,1,7,0,., ,1,3,0,., , ,8,0,.,],",", ,(,N,
[,1,9,0,., ,1,0,0,., ,1,7,0,., ,1,3,0,., , ,8,0,.,],",", ,(,N,
[,1,9,0,., , ,9,0,., ,1,8,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,3,0,., ,1,3,0,., ,1,2,0,., ,1,5,0,.,],",", ,(,N,
[,1,4,0,., , ,8,0,., ,1,8,0,., ,1,4,0,., ,1,3,0,.,],",", ,(,N,
[,1,3,0,., , ,9,0,., ,1,8,0,., ,1,4,0,., ,1,3,0,.,],",", ,(,N,
[,1,0,0,., ,1,7,0,., ,1,3,0,., , ,9,0,., ,1,8,0,.,],",", ,(,N,
[,1,4,0,., ,1,3,0,., ,1,2,0,., ,1,5,0,., ,1,3,0,.,],",", ,(,N,
[, ,8,0,., ,1,9,0,., ,1,3,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[, ,8,0,., ,1,8,0,., ,1,4,0,., ,1,3,0,., ,1,1,0,.,],",", ,(,N,
[,1,6,0,., ,1,4,0,., , ,8,0,., ,1,8,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,4,0,., ,1,3,0,., ,1,4,0,., ,1,3,0,.,],",", ,(,N,
[,1,3,0,., , ,8,0,., ,1,8,0,., ,1,4,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,4,0,., , ,8,0,., ,1,8,0,., ,1,4,0,.,],",", ,(,N,
[,1,4,0,., ,1,2,0,., ,1,5,0,., ,1,3,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,., , ,9,0,.,],",", ,(,N,
[,1,7,0,., ,1,4,0,., ,1,3,0,., ,1,1,0,., ,1,6,0,.,],",", ,(,N,
[,1,3,0,., , ,9,0,., ,1,7,0,., ,1,4,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., ,1,4,0,., ,1,3,0,., ,1,1,0,.,],",", ,(,N,
[,1,6,0,., ,1,3,0,., , ,8,0,., ,1,8,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,.,],",", ,(,N,
[,1,3,0,., ,1,4,0,., ,1,3,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,0,0,., ,1,7,0,., ,1,3,0,., , ,8,0,.,],",", ,(,N,
[,1,9,0,., ,1,3,0,., , ,9,0,., ,1,8,0,., ,1,3,0,.,],",", ,(,N,
[,1,4,0,., ,1,2,0,., ,1,5,0,., ,1,3,0,., , ,8,0,.,],",", ,(,N,
[,1,8,0,., ,1,4,0,., ,1,4,0,., ,1,2,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., , ,8,0,., ,1,9,0,., ,1,3,0,., ,1,4,0,.,],",", ,(,N,
[,1,3,0,., ,1,3,0,., ,1,3,0,., ,1,4,0,., ,1,1,0,.,],",", ,(,N,
[,1,6,0,., ,1,3,0,., , ,9,0,., ,1,8,0,., ,1,3,0,.,],",", ,(,N,
[,1,4,0,., ,1,3,0,., ,1,3,0,., ,1,3,0,., ,1,3,0,.,],",", ,(,N,
[,8,0,., ,7,0,., ,8,0,., ,7,0,., ,7,0,.,],",", ,(,V,F,L,
[,7,0,., ,8,0,., ,8,0,., ,7,0,., ,8,0,.,],",", ,(,V,F,L,
[,1,3,0,., ,1,3,0,., ,1,4,0,., ,1,3,0,., ,1,1,0,.,],",", ,(,N,
