2.280000000000000000e+02,4.640000000000000000e+02,2.360000000000000000e+02,5.000000000000000000e+00
4.640000000000000000e+02,6.850000000000000000e+02,2.210000000000000000e+02,5.000000000000000000e+00
6.850000000000000000e+02,9.080000000000000000e+02,2.230000000000000000e+02,5.000000000000000000e+00
9.080000000000000000e+02,1.135000000000000000e+03,2.270000000000000000e+02,5.000000000000000000e+00
1.135000000000000000e+03,1.361000000000000000e+03,2.260000000000000000e+02,5.000000000000000000e+00
1.361000000000000000e+03,1.591000000000000000e+03,2.300000000000000000e+02,5.000000000000000000e+00
1.591000000000000000e+03,1.826000000000000000e+03,2.350000000000000000e+02,5.000000000000000000e+00
1.826000000000000000e+03,2.045000000000000000e+03,2.190000000000000000e+02,5.000000000000000000e+00
2.045000000000000000e+03,2.272000000000000000e+03,2.270000000000000000e+02,5.000000000000000000e+00
2.272000000000000000e+03,2.499000000000000000e+03,2.270000000000000000e+02,5.000000000000000000e+00
2.499000000000000000e+03,2.720000000000000000e+03,2.210000000000000000e+02,5.000000000000000000e+00
2.720000000000000000e+03,2.946000000000000000e+03,2.260000000000000000e+02,5.000000000000000000e+00
2.946000000000000000e+03,3.176000000000000000e+03,2.300000000000000000e+02,5.000000000000000000e+00
3.176000000000000000e+03,3.394000000000000000e+03,2.180000000000000000e+02,5.000000000000000000e+00
3.394000000000000000e+03,3.620000000000000000e+03,2.260000000000000000e+02,5.000000000000000000e+00
3.620000000000000000e+03,3.850000000000000000e+03,2.300000000000000000e+02,5.000000000000000000e+00
3.850000000000000000e+03,4.066000000000000000e+03,2.160000000000000000e+02,5.000000000000000000e+00
4.066000000000000000e+03,4.289000000000000000e+03,2.230000000000000000e+02,5.000000000000000000e+00
4.289000000000000000e+03,4.517000000000000000e+03,2.280000000000000000e+02,5.000000000000000000e+00
4.517000000000000000e+03,4.734000000000000000e+03,2.170000000000000000e+02,5.000000000000000000e+00
4.734000000000000000e+03,4.967000000000000000e+03,2.330000000000000000e+02,5.000000000000000000e+00
4.967000000000000000e+03,5.200000000000000000e+03,2.330000000000000000e+02,5.000000000000000000e+00
5.200000000000000000e+03,5.417000000000000000e+03,2.170000000000000000e+02,5.000000000000000000e+00
5.417000000000000000e+03,5.642000000000000000e+03,2.250000000000000000e+02,5.000000000000000000e+00
5.642000000000000000e+03,5.863000000000000000e+03,2.210000000000000000e+02,5.000000000000000000e+00
5.863000000000000000e+03,6.077000000000000000e+03,2.140000000000000000e+02,5.000000000000000000e+00
6.077000000000000000e+03,6.291000000000000000e+03,2.140000000000000000e+02,5.000000000000000000e+00
6.291000000000000000e+03,6.510000000000000000e+03,2.190000000000000000e+02,5.000000000000000000e+00
6.510000000000000000e+03,6.722000000000000000e+03,2.120000000000000000e+02,5.000000000000000000e+00
6.722000000000000000e+03,6.944000000000000000e+03,2.220000000000000000e+02,5.000000000000000000e+00
6.944000000000000000e+03,7.165000000000000000e+03,2.210000000000000000e+02,5.000000000000000000e+00
7.165000000000000000e+03,7.379000000000000000e+03,2.140000000000000000e+02,5.000000000000000000e+00
7.379000000000000000e+03,7.605000000000000000e+03,2.260000000000000000e+02,5.000000000000000000e+00
7.605000000000000000e+03,7.832000000000000000e+03,2.270000000000000000e+02,5.000000000000000000e+00
7.832000000000000000e+03,8.048000000000000000e+03,2.160000000000000000e+02,5.000000000000000000e+00
8.048000000000000000e+03,8.267000000000000000e+03,2.190000000000000000e+02,5.000000000000000000e+00
8.267000000000000000e+03,8.486000000000000000e+03,2.190000000000000000e+02,5.000000000000000000e+00
8.486000000000000000e+03,8.702000000000000000e+03,2.160000000000000000e+02,5.000000000000000000e+00
8.702000000000000000e+03,8.926000000000000000e+03,2.240000000000000000e+02,5.000000000000000000e+00
8.926000000000000000e+03,9.142000000000000000e+03,2.160000000000000000e+02,5.000000000000000000e+00
9.142000000000000000e+03,9.354000000000000000e+03,2.120000000000000000e+02,5.000000000000000000e+00
9.354000000000000000e+03,9.583000000000000000e+03,2.290000000000000000e+02,5.000000000000000000e+00
9.583000000000000000e+03,9.811000000000000000e+03,2.280000000000000000e+02,5.000000000000000000e+00
9.811000000000000000e+03,1.002900000000000000e+04,2.180000000000000000e+02,5.000000000000000000e+00
1.002900000000000000e+04,1.025300000000000000e+04,2.240000000000000000e+02,5.000000000000000000e+00
1.025300000000000000e+04,1.048800000000000000e+04,2.350000000000000000e+02,5.000000000000000000e+00
1.048800000000000000e+04,1.070500000000000000e+04,2.170000000000000000e+02,5.000000000000000000e+00
1.070500000000000000e+04,1.092400000000000000e+04,2.190000000000000000e+02,5.000000000000000000e+00
1.092400000000000000e+04,1.114100000000000000e+04,2.170000000000000000e+02,5.000000000000000000e+00
1.114100000000000000e+04,1.135300000000000000e+04,2.120000000000000000e+02,5.000000000000000000e+00
1.135300000000000000e+04,1.157100000000000000e+04,2.180000000000000000e+02,5.000000000000000000e+00
1.157100000000000000e+04,1.179800000000000000e+04,2.270000000000000000e+02,5.000000000000000000e+00
1.179800000000000000e+04,1.201400000000000000e+04,2.160000000000000000e+02,5.000000000000000000e+00
1.201400000000000000e+04,1.223600000000000000e+04,2.220000000000000000e+02,5.000000000000000000e+00
1.223600000000000000e+04,1.246400000000000000e+04,2.280000000000000000e+02,5.000000000000000000e+00
1.246400000000000000e+04,1.268100000000000000e+04,2.170000000000000000e+02,5.000000000000000000e+00
1.268100000000000000e+04,1.291200000000000000e+04,2.310000000000000000e+02,5.000000000000000000e+00
1.291200000000000000e+04,1.314300000000000000e+04,2.310000000000000000e+02,5.000000000000000000e+00
1.314300000000000000e+04,1.336600000000000000e+04,2.230000000000000000e+02,5.000000000000000000e+00
1.336600000000000000e+04,1.359700000000000000e+04,2.310000000000000000e+02,5.000000000000000000e+00
1.359700000000000000e+04,1.383100000000000000e+04,2.340000000000000000e+02,5.000000000000000000e+00
1.383100000000000000e+04,1.404900000000000000e+04,2.180000000000000000e+02,5.000000000000000000e+00
1.404900000000000000e+04,1.427300000000000000e+04,2.240000000000000000e+02,5.000000000000000000e+00
1.427300000000000000e+04,1.449500000000000000e+04,2.220000000000000000e+02,5.000000000000000000e+00
1.449500000000000000e+04,1.471100000000000000e+04,2.160000000000000000e+02,5.000000000000000000e+00
1.471100000000000000e+04,1.493900000000000000e+04,2.280000000000000000e+02,5.000000000000000000e+00
1.493900000000000000e+04,1.517200000000000000e+04,2.330000000000000000e+02,5.000000000000000000e+00
1.517200000000000000e+04,1.538800000000000000e+04,2.160000000000000000e+02,5.000000000000000000e+00
1.538800000000000000e+04,1.561600000000000000e+04,2.280000000000000000e+02,5.000000000000000000e+00
1.561600000000000000e+04,1.584200000000000000e+04,2.260000000000000000e+02,5.000000000000000000e+00
